Target,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp31,Sp32,Sp33,Sp34,Sp35,Sp36,Sp37,Sp38,Sp39,Sp41,Sp42,Sp43,Sp44,Sp45,Sp46,Sp47,Sp48,Sp49
NN,0.4426,0.3728,0.5301,0.4359,0.246,0.2455,0.6105,0.5781,0.246,0.2526,0.5684,0.4922,0.0493,0.0496,0.8152,0.8119,0.0537,0.068,0.8072,0.7565,0.1251,0.0972,0.7555,0.736,0.0329,0.0491,0.8505,0.8249,0.0358,0.0304,0.7578,0.8124,0.0742,0.0001,0.8105,0.8359
NN,0.246,0.2455,0.6265,0.5641,0.246,0.2455,0.5684,0.4922,0.1968,0.1617,0.6631,0.664,0.0493,0.0496,0.7608,0.8119,0.1251,0.0972,0.7469,0.6869,0.1786,0.1748,0.7,0.6,0.0329,0.0295,0.793,0.8249,0.0894,0.0001,0.8105,0.8359,0.0742,0.0298,0.7578,0.8359
NN,0.1968,0.1637,0.6867,0.6581,0.0821,0.0637,0.8736,0.914,0.0821,0.0203,0.9368,0.8905,0.164,0.1585,0.6521,0.5983,0.0537,0.0972,0.8674,0.826,0.0001,0.0486,0.9888,0.9679,0.0821,0.0295,0.793,0.8499,0.1965,0.1112,0.6526,0.664,0.1852,0.0793,0.7052,0.7265
NN,0.0821,0.0637,0.9276,0.9315,0.0821,0.0365,0.9368,0.8905,0.0821,0.0203,0.8736,0.914,0.0493,0.0793,0.8152,0.8803,0.0001,0.0486,0.9999,0.939,0.0537,0.0486,0.9888,0.9999,0.1804,0.1079,0.6781,0.6666,0.1965,0.0809,0.7052,0.7265,0.0742,0.0001,0.9262,0.953
NN,0.0329,0.0365,0.9999,0.9315,0.0329,0.0365,0.9368,0.8905,0.0329,0.0203,0.8736,0.8593,0.0493,0.0001,0.9999,0.9914,0.0537,0.0195,0.9999,0.939,0.0537,0.0001,0.9332,0.9359,0.1312,0.0295,0.9769,0.9749,0.0894,0.0001,0.9262,0.953,0.0742,0.0001,0.8736,0.953
NN,0.0329,0.0365,0.9999,0.9059,0.0329,0.0365,0.8736,0.8593,0.0821,0.0203,0.8736,0.8593,0.0493,0.0001,0.9347,0.9914,0.0537,0.0001,0.9397,0.9043,0.0537,0.0195,0.9332,0.8959,0.0821,0.0001,0.9769,0.9749,0.0894,0.0001,0.8736,0.953,0.0742,0.0001,0.9262,0.9218
NN,0.0329,0.0365,0.8674,0.8375,0.0821,0.0637,0.8736,0.8046,0.0329,0.0203,0.821,0.8281,0.1148,0.0793,0.7608,0.7777,0.0537,0.068,0.7469,0.7565,0.0537,0.0972,0.811,0.7999,0.0821,0.0295,0.793,0.7583,0.0894,0.0506,0.7578,0.75,0.0742,0.0298,0.7052,0.7812
NN,0.0329,0.0365,0.8674,0.8375,0.0329,0.0365,0.821,0.8046,0.0821,0.0506,0.7157,0.8046,0.0493,0.0793,0.7608,0.8119,0.1251,0.068,0.8072,0.7912,0.1251,0.0486,0.8666,0.7999,0.0821,0.0295,0.7356,0.7916,0.1429,0.0506,0.7052,0.7812,0.0742,0.0496,0.7578,0.7812
NN,0.0329,0.0365,0.8674,0.8119,0.0821,0.0637,0.7157,0.8046,0.1476,0.2223,0.6631,0.5781,0.1148,0.0496,0.7608,0.8461,0.1251,0.0486,0.8674,0.7565,0.1251,0.0972,0.811,0.7679,0.1312,0.0491,0.7356,0.7916,0.0894,0.0506,0.7578,0.7812,0.0742,0.0496,0.7578,0.75
NN,0.0821,0.0637,0.7469,0.8119,0.1476,0.2182,0.6631,0.5781,0.4918,0.5858,0.5684,0.4063,0.1148,0.0298,0.8152,0.8119,0.1251,0.0972,0.8072,0.7217,0.3215,0.301,0.6,0.504,0.0821,0.0491,0.793,0.7916,0.0894,0.0506,0.7578,0.75,0.1297,0.0793,0.7052,0.75
NN,0.1476,0.2182,0.6867,0.5641,0.4918,0.5454,0.5684,0.4063,0.7704,0.7474,0.6105,0.4609,0.1148,0.0793,0.7608,0.7777,0.3215,0.301,0.5783,0.4348,0.6785,0.6213,0.5555,0.4,0.0821,0.0491,0.793,0.7583,0.1429,0.0809,0.7052,0.75,0.1297,0.1387,0.7052,0.6406
NN,0.6393,0.6182,0.4217,0.3163,0.5738,0.5454,0.4842,0.3203,0.4426,0.505,0.3474,0.2969,0.4918,0.4951,0.2609,0.2394,0.6071,0.5437,0.3494,0.2174,0.6071,0.5049,0.4333,0.336,0.4099,0.451,0.3104,0.2667,0.4464,0.4243,0.3158,0.2657,0.5185,0.4951,0.3579,0.2891
NN,0.4426,0.4727,0.3253,0.2565,0.4426,0.4727,0.3474,0.2969,0.4918,0.4647,0.3895,0.2969,0.5574,0.4951,0.3913,0.3163,0.6071,0.5049,0.3494,0.2522,0.5357,0.5049,0.3889,0.304,0.4754,0.4902,0.3564,0.2667,0.5179,0.505,0.3158,0.3203,0.5926,0.5346,0.3579,0.3203
NN,0.4426,0.4727,0.3253,0.2565,0.4918,0.4364,0.3895,0.2969,0.4918,0.4647,0.3053,0.2657,0.5574,0.4951,0.3479,0.3163,0.5357,0.5049,0.3494,0.2174,0.6071,0.5049,0.3445,0.304,0.4754,0.4902,0.3104,0.3,0.5893,0.5454,0.3579,0.3203,0.5926,0.4951,0.3158,0.2891
NN,0.4918,0.4364,0.3735,0.2565,0.4918,0.4364,0.3053,0.2657,0.4426,0.505,0.3474,0.2969,0.4918,0.4951,0.3479,0.2821,0.6071,0.5049,0.3012,0.2174,0.5357,0.5049,0.3889,0.264,0.541,0.5294,0.3564,0.3,0.5893,0.505,0.3158,0.2891,0.5185,0.4555,0.2737,0.2657
NN,0.4918,0.5091,0.4217,0.3163,0.5738,0.5454,0.4316,0.3203,0.5738,0.5454,0.3895,0.2969,0.5574,0.5742,0.3913,0.3163,0.6071,0.5437,0.3976,0.2174,0.6071,0.5437,0.3889,0.304,0.4754,0.4902,0.3564,0.2667,0.5893,0.5858,0.4421,0.3516,0.5926,0.5346,0.3579,0.2891
NN,0.5738,0.5454,0.4217,0.2821,0.5738,0.5091,0.3895,0.2969,0.4918,0.505,0.3474,0.2969,0.5574,0.5346,0.3913,0.2821,0.6071,0.5437,0.3494,0.2174,0.6071,0.5437,0.4333,0.336,0.541,0.5686,0.4483,0.3334,0.5893,0.5454,0.3579,0.2891,0.5926,0.5346,0.4,0.3203
NN,0.5738,0.5091,0.3735,0.2565,0.4918,0.4727,0.3474,0.2969,0.4918,0.505,0.3053,0.2969,0.5574,0.5346,0.3479,0.2821,0.6071,0.5437,0.3976,0.2522,0.6071,0.5049,0.4333,0.336,0.541,0.5294,0.3564,0.2667,0.5893,0.5454,0.4,0.3203,0.5926,0.5346,0.3579,0.3203
NN,0.4918,0.4727,0.3253,0.2565,0.4918,0.4727,0.3053,0.2969,0.4918,0.5454,0.3053,0.2657,0.5574,0.5346,0.3913,0.3163,0.6071,0.5049,0.3976,0.2522,0.5357,0.5049,0.3889,0.304,0.541,0.5294,0.4023,0.3,0.5893,0.5454,0.3579,0.3203,0.5926,0.5346,0.3158,0.3203
NN,0.7049,0.6545,0.5301,0.3248,0.6229,0.6545,0.5263,0.3594,0.7049,0.6262,0.5263,0.3594,0.6721,0.7029,0.4674,0.3761,0.6607,0.6699,0.5301,0.3392,0.7321,0.6699,0.5111,0.392,0.6885,0.647,0.5517,0.375,0.6785,0.6262,0.5789,0.3906,0.537,0.4357,0.5368,0.4766
NN,0.2951,0.2819,0.5783,0.5385,0.164,0.1637,0.6631,0.6797,0.0493,0.0506,0.821,0.7812,0.1312,0.0793,0.75,0.7777,0.0358,0.0486,0.8554,0.7912,0.0358,0.068,0.8555,0.8319,0.0165,0.0295,0.885,0.8416,0.018,0.0304,0.7789,0.8593,0.0001,0.0298,0.8947,0.8593
NN,0.164,0.1637,0.6867,0.6752,0.0493,0.0637,0.821,0.7812,0.0493,0.0506,0.7684,0.7812,0.0329,0.0298,0.8043,0.8461,0.0358,0.068,0.8554,0.7912,0.0358,0.0486,0.7999,0.8319,0.0165,0.0295,0.816,0.8749,0.018,0.0304,0.8947,0.8593,0.0001,0.0298,0.842,0.8281
NN,0.0493,0.0637,0.8674,0.7863,0.0493,0.0637,0.7684,0.7812,0.1148,0.0809,0.7157,0.7187,0.0329,0.0496,0.8043,0.8461,0.0358,0.0486,0.7951,0.7912,0.0894,0.0195,0.8555,0.8559,0.0165,0.0295,0.9424,0.8749,0.018,0.0304,0.842,0.8281,0.0742,0.0298,0.7789,0.8593
NN,0.0493,0.091,0.8674,0.8546,0.0001,0.0455,0.9368,0.9452,0.0493,0.0304,0.9368,0.9765,0.1804,0.109,0.6413,0.6837,0.1965,0.0972,0.7349,0.6956,0.0894,0.0195,0.9777,0.9759,0.0821,0.0785,0.7586,0.8083,0.1965,0.1617,0.6316,0.625,0.0742,0.109,0.7263,0.8593
NN,0.0001,0.0455,0.9999,0.9657,0.0493,0.0455,0.9368,0.9765,0.0493,0.0001,0.9999,0.9452,0.1804,0.0793,0.6956,0.7521,0.0894,0.0195,0.9879,0.9477,0.1429,0.0486,0.9777,0.9759,0.1804,0.1569,0.6551,0.625,0.0894,0.1112,0.7263,0.8593,0.0001,0.01,0.8947,0.9999
NN,0.0493,0.0455,0.9999,0.9999,0.0493,0.0183,0.9999,0.9452,0.0493,0.0001,0.9368,0.9452,0.0821,0.0001,0.9238,0.9999,0.1429,0.0486,0.9879,0.9477,0.0894,0.0195,0.9777,0.9759,0.0821,0.1079,0.7586,0.8749,0.018,0.0102,0.8947,0.9999,0.0001,0.01,0.9473,0.9452
NN,0.0493,0.0183,0.9999,0.9657,0.0493,0.0001,0.8841,0.914,0.0493,0.0001,0.8841,0.8749,0.0821,0.0001,0.9238,0.9999,0.0894,0.0195,0.9276,0.9477,0.0894,0.0195,0.9777,0.9439,0.0165,0.0099,0.9999,0.9666,0.018,0.0102,0.8947,0.9452,0.0001,0.01,0.842,0.8827
NN,0.0493,0.0001,0.9397,0.9315,0.0493,0.0183,0.8841,0.8749,0.0493,0.0304,0.8841,0.8437,0.0821,0.0001,0.8695,0.9999,0.0894,0.0195,0.9879,0.913,0.0894,0.0195,0.9221,0.8879,0.0165,0.0099,0.9424,0.9666,0.018,0.0102,0.842,0.8827,0.0742,0.01,0.7789,0.8281
NN,0.0493,0.0183,0.9397,0.8888,0.0493,0.0455,0.8841,0.8437,0.1148,0.0506,0.821,0.7812,0.0821,0.0001,0.9238,0.9657,0.0894,0.0195,0.9276,0.8521,0.0894,0.0486,0.8555,0.8319,0.0165,0.0099,0.885,0.8999,0.0894,0.0102,0.7789,0.8281,0.0742,0.0298,0.7789,0.7968
NN,0.1148,0.0637,0.8674,0.7863,0.1148,0.091,0.7684,0.75,0.0493,0.0506,0.7157,0.7812,0.0821,0.0298,0.8043,0.8461,0.0894,0.0486,0.7951,0.7217,0.0894,0.068,0.7999,0.7679,0.0821,0.0295,0.816,0.8083,0.0894,0.0506,0.842,0.7968,0.1297,0.0496,0.7789,0.7968
NN,0.1148,0.091,0.8072,0.7521,0.0493,0.0637,0.7157,0.7812,0.0493,0.0809,0.7684,0.7812,0.0821,0.0298,0.75,0.7777,0.0894,0.068,0.7951,0.7217,0.0894,0.0486,0.7444,0.7999,0.0821,0.0491,0.885,0.8083,0.1429,0.0506,0.7789,0.7968,0.0742,0.0496,0.7263,0.7421
NN,0.1148,0.0637,0.8072,0.8204,0.1148,0.0455,0.821,0.7812,0.1148,0.0809,0.7684,0.75,0.1312,0.0496,0.6956,0.8119,0.0894,0.068,0.7951,0.7565,0.0894,0.068,0.7999,0.7679,0.0821,0.0491,0.7586,0.8083,0.0894,0.0809,0.842,0.7656,0.0742,0.0496,0.7789,0.7421
NN,0.6229,0.5818,0.5301,0.359,0.7704,0.7272,0.621,0.4531,0.7704,0.7878,0.6631,0.4531,0.1312,0.1387,0.6956,0.6581,0.4464,0.4272,0.5301,0.3739,0.7321,0.6699,0.6,0.416,0.0821,0.0785,0.7586,0.75,0.1965,0.2223,0.6316,0.5391,0.6111,0.5445,0.5368,0.3906
NN,0.7704,0.7272,0.6385,0.4274,0.7704,0.6909,0.6631,0.4531,0.7704,0.7474,0.621,0.4531,0.8032,0.792,0.5978,0.4359,0.7321,0.6699,0.5301,0.3131,0.5179,0.5049,0.3778,0.296,0.5574,0.5392,0.4253,0.2834,0.4643,0.4445,0.3053,0.2422,0.3889,0.3664,0.2316,0.2422
NN,0.7704,0.6909,0.6867,0.4274,0.7704,0.6909,0.621,0.4531,0.7049,0.707,0.5684,0.3906,0.6721,0.6633,0.5109,0.3761,0.5179,0.5049,0.3374,0.2088,0.5179,0.466,0.2889,0.272,0.4262,0.4314,0.2989,0.2167,0.3929,0.3738,0.2316,0.2422,0.463,0.406,0.2316,0.2422
NN,0.6229,0.5818,0.4458,0.2906,0.4918,0.4727,0.2843,0.2579,0.5574,0.5454,0.3684,0.2969,0.4754,0.4951,0.2935,0.2735,0.4464,0.466,0.2892,0.2088,0.4464,0.4272,0.3334,0.272,0.4262,0.4314,0.2529,0.2167,0.5357,0.4445,0.2632,0.2422,0.537,0.4357,0.3053,0.2735
NN,0.5574,0.4727,0.3976,0.2906,0.5574,0.4727,0.3684,0.3282,0.4918,0.505,0.3684,0.2969,0.4754,0.4951,0.337,0.2735,0.5179,0.5049,0.2892,0.2435,0.5893,0.5437,0.3778,0.328,0.4262,0.4314,0.2184,0.2167,0.3929,0.4142,0.2632,0.2188,0.537,0.4753,0.3369,0.2735
NN,0.5574,0.4727,0.3494,0.2906,0.4918,0.4727,0.3684,0.2969,0.5574,0.505,0.3264,0.2969,0.4754,0.4951,0.2935,0.3077,0.5893,0.5437,0.3374,0.2435,0.5893,0.5049,0.3334,0.296,0.3607,0.402,0.2529,0.1917,0.5357,0.4849,0.3369,0.2735,0.537,0.4753,0.3369,0.2735
NN,0.5574,0.4727,0.3012,0.2565,0.4918,0.4727,0.3684,0.2579,0.6229,0.5858,0.4105,0.3282,0.541,0.4951,0.2935,0.2735,0.5179,0.466,0.241,0.1827,0.5179,0.466,0.2889,0.272,0.4918,0.4706,0.3334,0.25,0.4643,0.4849,0.3053,0.2735,0.537,0.4753,0.2632,0.2735
NN,0.4918,0.4727,0.3494,0.2137,0.6229,0.5454,0.4105,0.3282,0.5574,0.5858,0.4105,0.3282,0.4754,0.4555,0.25,0.2479,0.5179,0.466,0.241,0.1827,0.5179,0.5049,0.3778,0.296,0.4262,0.4706,0.2989,0.25,0.5357,0.4849,0.2632,0.2735,0.537,0.4753,0.3369,0.3047
NN,0.5574,0.5091,0.3976,0.2565,0.5574,0.5091,0.3684,0.2969,0.5574,0.5454,0.4105,0.3282,0.541,0.5742,0.4239,0.3419,0.5893,0.5437,0.3374,0.2088,0.5893,0.5437,0.4222,0.328,0.4918,0.5784,0.4598,0.3167,0.6071,0.5555,0.4211,0.3047,0.463,0.4357,0.2632,0.2422
NN,0.5574,0.5091,0.3976,0.2906,0.5574,0.4727,0.4105,0.3282,0.4918,0.505,0.3684,0.2969,0.541,0.5346,0.3805,0.3077,0.5893,0.5437,0.3374,0.2435,0.5893,0.5437,0.3334,0.328,0.4262,0.4314,0.2529,0.2167,0.3929,0.3738,0.2316,0.2188,0.3889,0.406,0.2316,0.2422
NN,0.5574,0.4727,0.3976,0.2906,0.4918,0.4727,0.3684,0.2969,0.5574,0.5454,0.4105,0.2969,0.541,0.5346,0.337,0.3077,0.5893,0.5437,0.2892,0.2435,0.6607,0.5825,0.4667,0.36,0.3607,0.3628,0.2184,0.1917,0.3929,0.4142,0.2316,0.2422,0.537,0.4753,0.379,0.2735
NN,0.6721,0.6636,0.4819,0.3505,0.6065,0.6272,0.5263,0.4063,0.6721,0.6767,0.4842,0.3828,0.6885,0.6534,0.5217,0.3846,0.6785,0.6213,0.5903,0.3218,0.5357,0.4466,0.5667,0.488,0.541,0.451,0.5057,0.4084,0.2143,0.2021,0.6736,0.6172,0.0927,0.0793,0.7263,0.7578
NN,0.6721,0.6272,0.4819,0.3505,0.6721,0.5818,0.5263,0.3516,0.541,0.505,0.4842,0.4063,0.4918,0.4357,0.5217,0.4786,0.3929,0.2913,0.5903,0.513,0.1965,0.1457,0.7666,0.7599,0.0984,0.0785,0.7586,0.7666,0.0537,0.0203,0.7789,0.8124,0.0371,0.0199,0.8315,0.8671
NN,0.246,0.2364,0.6265,0.5983,0.1312,0.091,0.7578,0.75,0.0329,0.0304,0.8105,0.8124,0.0821,0.0496,0.8369,0.8632,0.018,0.0486,0.8915,0.8086,0.018,0.0486,0.8222,0.8799,0.0493,0.0197,0.8735,0.8833,0.0537,0.0506,0.7789,0.8124,0.0371,0.0496,0.7789,0.8359
NN,0.0821,0.0183,0.8554,0.8461,0.0821,0.0455,0.7578,0.8359,0.1804,0.1112,0.6526,0.664,0.0821,0.0298,0.7717,0.8974,0.018,0.068,0.8192,0.8086,0.0894,0.0972,0.7666,0.8159,0.0493,0.0491,0.7586,0.8499,0.0537,0.0506,0.8315,0.8359,0.0371,0.0199,0.7789,0.8359
NN,0.0821,0.0455,0.7951,0.8461,0.1804,0.1183,0.6526,0.664,0.1804,0.0809,0.7052,0.7265,0.0165,0.0496,0.7717,0.8632,0.0894,0.0972,0.759,0.7739,0.1965,0.1748,0.6666,0.64,0.0493,0.0491,0.8735,0.8499,0.0537,0.0203,0.7789,0.8359,0.0371,0.0793,0.7263,0.7578
NN,0.0821,0.0183,0.9879,0.9743,0.1312,0.0455,0.9262,0.953,0.0821,0.0001,0.9262,0.953,0.0821,0.109,0.7173,0.8974,0.018,0.0292,0.9517,0.9999,0.018,0.0292,0.9999,0.9679,0.1476,0.1373,0.6551,0.675,0.0537,0.0506,0.8315,0.8905,0.0001,0.0001,0.8947,0.9452
NN,0.0821,0.0183,0.9879,0.9743,0.0821,0.0183,0.8736,0.953,0.0821,0.0001,0.9262,0.9218,0.0165,0.01,0.9456,0.9914,0.018,0.0292,0.9517,0.939,0.018,0.0292,0.8888,0.9039,0.0165,0.0001,0.9424,0.9666,0.0537,0.0001,0.7789,0.8905,0.0371,0.0496,0.8315,0.8905
NN,0.0821,0.0183,0.9276,0.8803,0.0821,0.0455,0.8105,0.8124,0.0821,0.0304,0.7578,0.75,0.0821,0.01,0.7717,0.8632,0.0894,0.0486,0.8192,0.7739,0.0894,0.068,0.8888,0.8159,0.0493,0.0491,0.816,0.9083,0.0537,0.0506,0.7263,0.8359,0.0001,0.0496,0.7263,0.7812
NN,0.0821,0.0455,0.7951,0.7521,0.0821,0.0637,0.7578,0.75,0.0821,0.0304,0.7052,0.7812,0.0821,0.0496,0.8369,0.829,0.1429,0.068,0.8192,0.7739,0.0894,0.068,0.7666,0.7599,0.0165,0.0491,0.7586,0.7916,0.0537,0.0506,0.6736,0.7812,0.0371,0.0496,0.6736,0.7578
NN,0.0821,0.0455,0.7349,0.7863,0.1312,0.0637,0.7052,0.7812,0.0821,0.0506,0.7578,0.7812,0.0821,0.0496,0.7173,0.7692,0.0894,0.068,0.759,0.7739,0.0894,0.0972,0.8888,0.7839,0.0493,0.0491,0.7011,0.7666,0.1072,0.0809,0.6736,0.7578,0.0927,0.0496,0.7263,0.7578
NN,0.1312,0.0637,0.7349,0.7863,0.0821,0.0637,0.7578,0.7812,0.0821,0.0506,0.7578,0.75,0.0821,0.0496,0.7173,0.829,0.0894,0.0972,0.8915,0.7391,0.0894,0.068,0.8222,0.7599,0.0984,0.0785,0.7011,0.7666,0.1072,0.0506,0.7263,0.7578,0.0927,0.0496,0.6736,0.7578
NN,0.4099,0.4,0.5301,0.4103,0.6721,0.6272,0.5684,0.4063,0.8032,0.7575,0.6105,0.4375,0.1804,0.2179,0.6195,0.547,0.6071,0.5534,0.5422,0.3218,0.8214,0.699,0.6111,0.432,0.0984,0.1079,0.7011,0.675,0.2858,0.3132,0.5789,0.5078,0.7407,0.6237,0.5368,0.3985
NN,0.7377,0.7,0.6265,0.4103,0.7377,0.6636,0.6105,0.4063,0.7377,0.7575,0.6105,0.4375,0.6885,0.6534,0.5217,0.3846,0.6071,0.6213,0.4458,0.2609,0.6071,0.5534,0.4778,0.344,0.4262,0.4902,0.2874,0.2334,0.3929,0.4243,0.2948,0.2266,0.463,0.4159,0.2948,0.2266
NN,0.6721,0.6272,0.5301,0.3505,0.4754,0.4727,0.3579,0.2891,0.4754,0.4647,0.2737,0.2657,0.4262,0.4357,0.2827,0.2223,0.3929,0.3787,0.1928,0.1566,0.4643,0.4175,0.2445,0.2481,0.4262,0.4118,0.2414,0.2001,0.3929,0.3839,0.2106,0.2032,0.463,0.4159,0.2106,0.2266
NN,0.4754,0.4727,0.2892,0.2479,0.4099,0.4364,0.3158,0.2891,0.4099,0.4243,0.3158,0.2657,0.4262,0.4357,0.2392,0.2223,0.5357,0.4466,0.229,0.1566,0.5357,0.4466,0.3223,0.28,0.4262,0.451,0.3334,0.2917,0.5179,0.5555,0.4526,0.3672,0.5185,0.5445,0.3684,0.3125
NN,0.4099,0.4,0.2892,0.2223,0.4754,0.4727,0.3579,0.2891,0.4754,0.505,0.3158,0.3203,0.4918,0.4357,0.2827,0.2565,0.4643,0.4466,0.1928,0.1566,0.3929,0.4175,0.2778,0.2241,0.4754,0.5392,0.3678,0.2917,0.4643,0.4647,0.2948,0.2266,0.3889,0.3367,0.2527,0.2266
NN,0.4754,0.4727,0.3374,0.2479,0.4754,0.4727,0.3158,0.3203,0.541,0.5454,0.3579,0.3203,0.4262,0.4357,0.2066,0.2223,0.3929,0.4175,0.229,0.1305,0.5357,0.4854,0.3556,0.28,0.4262,0.451,0.2874,0.2001,0.3929,0.3435,0.2527,0.2266,0.463,0.4159,0.2527,0.2813
NN,0.4754,0.4727,0.2892,0.2821,0.541,0.5091,0.3579,0.3203,0.541,0.505,0.3158,0.2891,0.3607,0.406,0.2392,0.1966,0.5357,0.4854,0.3133,0.1914,0.5357,0.4854,0.3556,0.28,0.3607,0.3334,0.2414,0.2001,0.4643,0.4243,0.2527,0.2813,0.5185,0.4951,0.3369,0.2579
NN,0.541,0.5091,0.3374,0.2821,0.541,0.4727,0.3158,0.2891,0.4754,0.4647,0.2737,0.2657,0.4918,0.4753,0.3153,0.2565,0.5357,0.4854,0.3133,0.1914,0.4643,0.4854,0.3223,0.28,0.4262,0.4118,0.2414,0.2584,0.5179,0.505,0.3369,0.2579,0.6666,0.5445,0.4105,0.3438
NN,0.4754,0.4364,0.241,0.2223,0.4754,0.4364,0.2737,0.2657,0.4754,0.505,0.3579,0.2891,0.4262,0.4753,0.2827,0.2565,0.5357,0.4854,0.229,0.1914,0.5357,0.4854,0.3556,0.312,0.6065,0.5392,0.4138,0.325,0.5893,0.5959,0.4105,0.3125,0.5185,0.4951,0.3684,0.2813
NN,0.4754,0.4364,0.241,0.2223,0.4754,0.4727,0.3579,0.2891,0.541,0.5858,0.4421,0.3516,0.4918,0.4753,0.2392,0.2565,0.5357,0.4854,0.3133,0.2261,0.5357,0.5922,0.4778,0.344,0.541,0.5784,0.4138,0.2917,0.5179,0.505,0.3684,0.2813,0.463,0.4951,0.3369,0.2813
NN,0.4754,0.4727,0.3374,0.2479,0.541,0.5454,0.4421,0.3516,0.541,0.5454,0.3579,0.2891,0.4918,0.4753,0.3153,0.2906,0.5357,0.5922,0.4458,0.2609,0.6071,0.5534,0.4445,0.312,0.4754,0.4902,0.3678,0.2584,0.4643,0.505,0.3369,0.2813,0.463,0.4951,0.2948,0.2813
NN,0.541,0.5454,0.4337,0.3163,0.541,0.5091,0.3579,0.2891,0.541,0.5454,0.4,0.3203,0.4918,0.5841,0.4348,0.3248,0.6071,0.5534,0.4097,0.2261,0.4643,0.4466,0.2778,0.2481,0.4262,0.4902,0.3334,0.2584,0.4643,0.505,0.2948,0.2813,0.463,0.4555,0.2527,0.2579
NN,0.541,0.5091,0.3374,0.2479,0.541,0.5091,0.4,0.3203,0.541,0.5454,0.3579,0.3203,0.5574,0.5445,0.4022,0.2906,0.4643,0.4466,0.229,0.1566,0.3929,0.3787,0.2445,0.2241,0.4262,0.4902,0.2874,0.2584,0.4643,0.4647,0.2527,0.2579,0.463,0.3763,0.2106,0.2032
NN,0.541,0.5091,0.3856,0.2821,0.541,0.5091,0.3579,0.3203,0.541,0.5454,0.3158,0.3203,0.4262,0.4357,0.2392,0.2223,0.3929,0.3787,0.1928,0.1305,0.3929,0.4175,0.2445,0.2481,0.4262,0.451,0.2414,0.2334,0.4643,0.3839,0.2106,0.2032,0.3334,0.3367,0.2106,0.2266
NN,0.6885,0.6545,0.5422,0.359,0.6885,0.6182,0.5368,0.3906,0.6229,0.6262,0.5789,0.3906,0.7868,0.7623,0.5217,0.3932,0.5893,0.466,0.494,0.3566,0.2143,0.2136,0.7111,0.632,0.7704,0.7156,0.6666,0.4084,0.625,0.4849,0.5474,0.4219,0.2038,0.109,0.6842,0.6797
NN,0.6885,0.6182,0.5422,0.359,0.6229,0.5818,0.5789,0.3906,0.4918,0.4445,0.5368,0.4766,0.541,0.4555,0.4783,0.4188,0.2143,0.2136,0.6988,0.5739,0.1072,0.0972,0.7666,0.7759,0.5738,0.4706,0.5632,0.4084,0.2143,0.1112,0.6842,0.6797,0.0371,0.0001,0.7894,0.8281
NN,0.6229,0.5818,0.5903,0.359,0.4918,0.4182,0.5368,0.4766,0.3607,0.2829,0.5789,0.5625,0.1968,0.1981,0.663,0.6325,0.1072,0.0972,0.759,0.7304,0.0537,0.0389,0.8222,0.8319,0.1968,0.1079,0.7126,0.6833,0.0537,0.0001,0.7894,0.8281,0.0927,0.0496,0.7894,0.8281
NN,0.4918,0.4182,0.5422,0.453,0.3607,0.2728,0.5789,0.5625,0.1804,0.1314,0.7263,0.7421,0.0984,0.0793,0.7173,0.7863,0.0537,0.0389,0.8192,0.7912,0.0537,0.0389,0.8777,0.8879,0.0493,0.0001,0.8275,0.8416,0.1072,0.0506,0.7894,0.8281,0.1482,0.0199,0.8526,0.8281
NN,0.3607,0.2728,0.5903,0.547,0.1804,0.1364,0.7263,0.7421,0.1312,0.0809,0.842,0.7968,0.0493,0.0199,0.7717,0.8461,0.0537,0.0389,0.8794,0.8521,0.0537,0.068,0.8777,0.9119,0.0984,0.0491,0.8275,0.8416,0.1608,0.0203,0.8526,0.8281,0.0927,0.0199,0.7894,0.8281
NN,0.1804,0.1364,0.759,0.7435,0.1312,0.091,0.842,0.7968,0.0821,0.0506,0.842,0.8281,0.0493,0.0199,0.826,0.9059,0.0537,0.068,0.8794,0.8782,0.0537,0.0389,0.8777,0.8879,0.1476,0.0197,0.8965,0.8416,0.1072,0.0203,0.7894,0.8281,0.0371,0.0199,0.7894,0.8281
NN,0.1312,0.091,0.8915,0.8034,0.0821,0.0637,0.842,0.8281,0.0165,0.0304,0.842,0.8281,0.0493,0.0496,0.826,0.9315,0.0537,0.0389,0.8794,0.8521,0.0537,0.068,0.8222,0.8319,0.0984,0.0197,0.8275,0.8416,0.0537,0.0203,0.7894,0.8281,0.0927,0.0199,0.8526,0.8281
NN,0.0165,0.0455,0.8915,0.8375,0.0165,0.0455,0.7789,0.8593,0.0165,0.0304,0.8947,0.8593,0.0493,0.0496,0.7717,0.8461,0.0537,0.068,0.8192,0.8173,0.0537,0.068,0.8777,0.8879,0.0984,0.0197,0.8965,0.8416,0.0537,0.0506,0.8526,0.8593,0.0927,0.0496,0.9052,0.8593
NN,0.0165,0.0455,0.9517,0.8717,0.0165,0.0455,0.842,0.8281,0.0821,0.0304,0.7789,0.8593,0.0493,0.0496,0.826,0.9059,0.0537,0.0389,0.8192,0.8521,0.0537,0.068,0.7666,0.8559,0.0984,0.0491,0.9539,0.8749,0.1072,0.0203,0.7894,0.8593,0.0927,0.0199,0.7894,0.8281
